id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
17071,C10-0000369-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2026 00:00:00,,Oaklyfe LLC [Equity Retailer],NUG [Equity Retailer],"Adam Peterson, Bryant Tong, Jamie Besaw, John Oram, Ky Hang, William Chen, ZHONGZHANG YAN",Limited Liability Company,Data Not Available,"1600 Broadway, Suite 50",Oakland,CA,Alameda,94612,Hmanktip@hotmail.Com,(510) 418-0156,Data Not Available,37.805974,-122.269661
17072,C10-0000370-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2026 00:00:00,,Plant Humboldt LLC,Data Not Available,Mikal Jakubal,Limited Liability Company,Data Not Available,6070 Briceland Thorn Rd,Redway,CA,Humboldt,95560,Info@planthumboldt.Com,(707) 923-5063,Data Not Available,40.10863998,-123.89902997
17074,C10-0000372-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/05/2019 00:00:00,07/04/2026 00:00:00,,Cathedral City Ramon Road Retail LLC,West Coast Cannabis Club,"Joshua  Disalle, Kenneth  Churchill, Thomas Lopez",Limited Liability Company,Data Not Available,"68828 Ramon Rd, Suite A2",Cathedral CTY,CA,Riverside,92234,Tom@westcoastcannabis.Club,(805) 603-0503,Data Not Available,33.8162,-116.461359
17077,C10-0000375-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/05/2019 00:00:00,07/04/2026 00:00:00,,"Green Gold Cultivators, Inc.",Green Gold Cultivators,Thomas Calmese,Corporation,Data Not Available,568 Angels Rd,San Andreas,CA,Calaveras,95249,Greengold1981@att.Net,(209) 674-8008,Data Not Available,38.18875054,-120.67532395
17079,C10-0000377-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/05/2019 00:00:00,07/04/2026 00:00:00,,"Hilltop Community Partners, LLC",Green Remedy,"Alexis Parle, Darrin Parle, Kevin  McCarty, Kirsten Koziol, William Koziol",Limited Liability Company,Data Not Available,2928 Hilltop Mall Rd,Richmond,CA,Contra Costa,94806,Darrinparle@gmail.Com,(510) 758-7890,Data Not Available,37.978157,-122.331825
17082,C10-0000380-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/05/2019 00:00:00,07/04/2026 00:00:00,,Mount Shasta Patients Collective,MOUNT SHASTA PATIENTS COLLECTIVE,"Elizabeth Tabor, Raviinder Sandhu",Corporation,Data Not Available,408 S. Mt Shasta Blvd,Mount Shasta,CA,Siskiyou,96067,Mountshastapatientscollective@gmail.Com,(530) 926-6337,Data Not Available,41.310325,-122.310844
17084,C10-0000382-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,07/05/2019 00:00:00,07/04/2026 00:00:00,,"Ascent Supply Company, LLC","ASCENT SUPPLY COMPANY, LLC","Paul Rudder, Robert Calvert",Limited Liability Company,Data Not Available,"3399 Main St, Suite L1",Mammoth Lakes,CA,Mono,93546,Calbuddy@mac.Com,(760) 920-1990,Data Not Available,37.647532,-118.972908
17085,C10-0000383-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/10/2025 00:00:00,07/10/2026 00:00:00,,Los Angeles Wellness Center,Erba Markets,"Devon Wheeler, Mohammed Reza Shekarchian",Corporation,Data Not Available,12320 W Pico Blvd,Los Angeles,CA,Los Angeles,90064,Lawellness2017@gmail.Com,(310) 207-1900,Data Not Available,34.028202,-118.452292
17086,C10-0000384-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/08/2019 00:00:00,07/07/2026 00:00:00,,Olive Tree Patients Association,"Olive Tree Patients Association, Olive Tree Wellness Center",Eulenthius Alexander,Corporation,Data Not Available,1210 Olive St,Ramona,CA,San Diego,92065,Info@olivetreewellnesscenter.Com,(619) 206-5472,Data Not Available,33.047376,-116.877916
17089,C10-0000387-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,"Grass Roots, Inc",Grass Roots,Clayton Kopp,Corporation,Data Not Available,1077 Post St,San Francisco,CA,San Francisco,94109,Clayton@grassrootssf.Com,(415) 164-1069,Data Not Available,37.786632,-122.419421
17090,C10-0000388-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,"Natural Healing Center, LLC","NATURAL HEALING CENTER, LLC","Benjamin Vega, Graham Farrar, Hilal El Tabsh, Kyle Kazan, Mark Vendetti",Limited Liability Company,Data Not Available,998 Huston St,Grover Beach,CA,San Luis Obispo,93433,Licensing@glasshousegroup.Com,(737) 471-5011,Data Not Available,35.110993,-120.620033
13756,C10-0000389-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,The Pottery Inc.,The Pottery,"Benjamin Vega, Graham Farrar, Hilal El Tabsh, Kyle Kazan, Mark Vendetti",Corporation,Data Not Available,5042 Venice Blvd,Los Angeles,CA,Los Angeles,90019,Retailcompliance@glasshousegroup.Com,(562) 264-5078,Data Not Available,34.045072,-118.348567
13757,C10-0000390-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,"L.B. Collective, Inc.","L.B. COLLECTIVE, INC.","Brian Danaher, David  Luna Cuellar",Corporation,Data Not Available,1731 Artesia Blvd E,Long Beach,CA,Los Angeles,90805,B.Danaher@yahoo.Com,(562) 244-5896,Data Not Available,33.874916,-118.171233
13758,C10-0000391-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,"Los Angeles Farmers, Inc.","Los Angeles Farmers, Inc.","Aaron Alvarez, Javier Ramos, Richard  Ormond",Corporation,Data Not Available,824 E 17th St,Los Angeles,CA,Los Angeles,90021,Ro@stoneblossomLLC.Com,(909) 241-5504,Data Not Available,34.027235,-118.25319
13762,C10-0000395-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,"Down Under Industries, Inc.","DOWN UNDER INDUSTRIES, INC.",Jamie Reagan,Corporation,Data Not Available,50 Ely Rd N,Petaluma,CA,Sonoma,94954,Contact@downunderindustries.Com,(707) 658-1707,Data Not Available,38.282094,-122.665533
13763,C10-0000396-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,"Accucanna, LLC",Harborside,"Conrad  Gregory, John Hanks  Nichols, Kavi Bhai, Kevin Singer",Limited Liability Company,Data Not Available,66205 Paul Rd,DSRT Hot SPGS,CA,Riverside,92240,Licensing@statehouse.Co,(510) 610-7444,Data Not Available,33.882794,-116.50433
13764,C10-0000397-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/09/2019 00:00:00,07/08/2026 00:00:00,,Cannatopia Gardens,Cana Sylmar,Edvin Mailyan,Corporation,Data Not Available,13509 W Hubbard St,Sylmar,CA,Los Angeles,91342,Edvin818@gmail.Com,(818) 384-9021,Data Not Available,34.309897,-118.427851
13765,C10-0000398-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/10/2019 00:00:00,07/09/2026 00:00:00,,Long Beach Wellness Center,LONG BEACH WELLNESS CENTER,"Greg Walker, Jake Renze, Ken Renze, Marisa Thompson, Melanie Renze",Corporation,Data Not Available,5900 Spring St E,Long Beach,CA,Los Angeles,90815,Phvesq@gmail.Com,(714) 809-5076,Data Not Available,33.810148,-118.116811
13766,C10-0000399-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/10/2019 00:00:00,07/09/2026 00:00:00,,"California Herbal Remedies, Inc.","California Herbal Remedies, Inc.","Kristopher Luu, Scott Kawasaki",Corporation,Data Not Available,5470 E Valley Blvd,Los Angeles,CA,Los Angeles,90032,Scott@terrachoices.Com,(323) 718-0020,Data Not Available,34.07343,-118.163765
13767,C10-0000400-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,07/10/2019 00:00:00,07/09/2026 00:00:00,,"The 10 Spot, Inc.",10 Spot,"Christopher Fenske, Chun Wai Tommy Ngan, Michael Wang, Rishi Desai",Corporation,Data Not Available,2700 Shannon St S,Santa Ana,CA,Orange,92704,Rishi@jaderoom.Com,(949) 480-8001,Data Not Available,33.711273,-117.923034
13769,C10-0000402-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/10/2019 00:00:00,07/09/2026 00:00:00,,"2015 Halladay Wellness, Inc.",West Clinik,Vivian Khong,Corporation,Data Not Available,"2110 Yale St S, Unit A",Santa Ana,CA,Orange,92704,Halladaywellness@gmail.Com,(714) 462-5221,Data Not Available,33.71891266,-117.9168768
13770,C10-0000403-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/10/2019 00:00:00,07/09/2026 00:00:00,,"Mchenry Comic Management, LLC",Herbology,MARLOWE MERCADO,General Partnership,Data Not Available,2308 Mchenry Ave,Modesto,CA,Stanislaus,95350,Marlowe21@hotmail.Com,(209) 404-6880,Data Not Available,37.675863,-120.993652
13773,C10-0000406-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/10/2019 00:00:00,07/09/2026 00:00:00,,"Huntington Patients' Association, Inc.",The Marathon Collective,"ADAM ANDEBRHAN, Andranik Aroyan",Corporation,Data Not Available,7011 Canoga Ave,Canoga Park,CA,Los Angeles,91303,Canacanogapark@gmail.Com,(818) 326-3131,Data Not Available,34.197805,-118.597979
13774,C10-0000407-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/11/2019 00:00:00,07/10/2026 00:00:00,,"Medical Miracle, LLC",Cookies La Mesa,"Brandon Johnson, Courtney Bernard, Daniel Firtel, Ryan  Johnson",Limited Liability Company,Data Not Available,7935 El Cajon Blvd,La Mesa,CA,San Diego,91942,Medicalmiracle619@gmail.Com,(619) 846-6467,Data Not Available,32.769172,-117.025988
13775,C10-0000408-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,07/11/2019 00:00:00,07/10/2026 00:00:00,,Aaa Health Center,Mr. Nice Guy Marijuana Cannabis Dispensary Santa Ana,Jimmy Duong,Corporation,Data Not Available,1525 Saint Gertrude Pl E,Santa Ana,CA,Orange,92705,Mngstatelicensing@gmail.Com,(949) 572-9635,Data Not Available,33.720038,-117.849016
17091,C10-0000411-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/11/2019 00:00:00,07/10/2026 00:00:00,,"Leave It To Nature, Inc.",PERFECT UNION,"Kathryn Abraham, Mansoor  Zakaria, Thomas Cologna, Thomas Sheridan",Corporation,Data Not Available,5340 Shasta Dam Blvd,Shasta Lake,CA,Shasta,96019,Licensing@mwgholdings.Com,(916) 582-8005,Data Not Available,40.679715,-122.352024
17093,C10-0000413-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/11/2019 00:00:00,07/10/2026 00:00:00,,"Cc101, Inc. [Equity Retailer]",KOLAS #103 [Equity Retailer],"Garib Karapetyan, Joe Karapetyan",Corporation,Data Not Available,6435 Florin Perkins Rd,Sacramento,CA,Sacramento,95828,Experience@kolas.Com,(916) 387-6233,Data Not Available,38.509332,-121.389614
17094,C10-0000414-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/12/2019 00:00:00,07/11/2026 00:00:00,,"Greenhouse Herbal Center, LLC","GREENHOUSE HERBAL CENTER, LLC",Christopher Abkarian,Limited Liability Company,Data Not Available,5224 Hollywood Blvd,Los Angeles,CA,Los Angeles,90027,John@greenhouseherbalcenter.Com,(323) 422-9352,Data Not Available,34.10161,-118.304091
13778,C10-0000415-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/12/2019 00:00:00,07/11/2026 00:00:00,,George Pinto,14th street,George Pinto,Sole Proprietorship,Data Not Available,1319 W 14th St,Long Beach,CA,Los Angeles,90813,W14street@gmail.Com,(323) 552-0890,Data Not Available,33.78401977,-118.20929183
17035,C10-0000416-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/14/2019 00:00:00,07/13/2026 00:00:00,,"Green Earth Pharmacy, Inc.",Cana Harbor,Alex Eliasian,Corporation,Data Not Available,1227 253rd St W,Harbor City,CA,Los Angeles,90710,Alexeliasian89@yahoo.Com,(818) 854-4530,Data Not Available,33.794956,-118.298215
17095,C10-0000417-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,"Napa Downtown Retail, Inc.","NAPA DOWNTOWN RETAIL, INC.","AMOS FLINT, FRANCIS HELDT, Jerred Kiloh, MICAH MALAN",Corporation,Data Not Available,1963 Iroquois St,Napa,CA,Napa,94559,Sara@abidenapa.Com,(707) 696-4800,Data Not Available,38.308209,-122.289591
17096,C10-0000418-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,"Ht, Inc",High Tides,"Erica Rene  Wetterstrom, Mary Thomas, Michael Thomas",Corporation,Data Not Available,38520 S Hwy One Hwy,Gualala,CA,Mendocino,95445,Bonedaddy701@yahoo.Com,(707) 884-1882,Data Not Available,38.77454205,-123.53773881
17097,C10-0000419-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,"Kanna, Inc.","KANNA, INC.","Claude Allen, Patrick Louie",Corporation,Data Not Available,2019 Macarthur Blvd,Oakland,CA,Alameda,94602,Claude@kannaoak.Com,(510) 220-6033,Data Not Available,37.8007268,-122.2182688
17098,C10-0000420-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,"Sherman Oaks Collective Care, Inc.",Gradus,Lusine Navasardyan,Corporation,Data Not Available,5740 N Lankershim Blvd,N Hollywood,CA,Los Angeles,91601,Lusogog1@yahoo.Com,(818) 919-3964,Data Not Available,34.17507123,-118.38037837
17099,C10-0000421-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,Farmacy Collective,MedMen WeHo,"Amit  Pandey, Edward Record, Ellen Harrison, Michel  Serruya, Richard  Ormond",Corporation,Data Not Available,8208 Santa Monica Blvd,West Hollywood,CA,Los Angeles,90046,Compliance@medmen.Com,(323) 593-5110,Data Not Available,34.090531,-118.367303
17100,C10-0000422-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,"Evergreen Evolution, LLC",Dr. GreenThumb's,"Craig Rofhok, Duane Bernard, Ebon Johnson, John Marks",Limited Liability Company,Data Not Available,8760 Campo Rd,La Mesa,CA,San Diego,91941,Craig@sandiegodgt.Com,(858) 204-7588,Data Not Available,32.753147,-117.008892
17101,C10-0000423-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,Movocan,MOVOCAN,Angel  Fernandez,Corporation,Data Not Available,"1632 Gateway Rd, Suite 5",Calexico,CA,Imperial,92231,Medigroupangel@gmail.Com,(760) 540-9358,Data Not Available,32.689664,-115.388765
17102,C10-0000424-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/15/2019 00:00:00,07/14/2026 00:00:00,,Natural Remedies Caregivers,Data Not Available,"Boris Sokol, KRISTINE GRIGORYAN",Corporation,Data Not Available,927 1/2 North Western Ave,Los Angeles,CA,Los Angeles,90029,Nrcaregivers@yahoo.Com,(310) 795-6449,Data Not Available,34.10329505,-118.30991099
17103,C10-0000425-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,"Phsl, LLC",HALFPIPE,"Frederick Fagundes, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,Data Not Available,"840 Broadway Ave, Suite B4",Seaside,CA,Monterey,93955,Dave1.Rcp@gmail.Com,(559) 384-2044,Data Not Available,36.608985,-121.846822
17105,C10-0000427-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,"Fmsf, Inc.",Moe Greens,"Clayton Kopp, Nathaniel  Haas",Corporation,Data Not Available,1276 Market St,San Francisco,CA,San Francisco,94102,Nate@moegreens.Com,(415) 509-8084,Data Not Available,37.7781,-122.416052
17106,C10-0000428-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,"Westside Professional Management, LLC",Wheelhouse,Sergio Burga,Limited Liability Company,Data Not Available,"521 W Channel Islands Blvd, Suite 1",Port Hueneme,CA,Ventura,93041,Info@wheelhouseph.Com,(805) 382-0420,Data Not Available,34.176253,-119.212434
17109,C10-0000431-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,"Cantodiem Dispensing Collective, Inc.",Data Not Available,"Ilana Dreicer, Michael Ashbel, Steve Ashbel",Corporation,Data Not Available,13356 W Washington Blvd,Los Angeles,CA,Los Angeles,90066,CantodiemLLC@gmail.Com,(818) 821-1209,Data Not Available,33.99247006,-118.44376509
17001,C10-0000435-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,San Jose Wellness,Harborside,"Conrad  Gregory, Cory Azzalino, Francis Handley III, James Clark, John Nichols, Kavi Bhai, Kevin Singer",Corporation,Data Not Available,1365 N 10th Street St,San Jose,CA,Santa Clara,95112,Licensing@statehouse.Co,(510) 344-2933,Data Not Available,37.365107,-121.899774
17111,C10-0000436-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,The Garry Five LLC,ASHE SOCIETY,Elaine Lu,Limited Liability Company,Data Not Available,3601 Garry Ave W,Santa Ana,CA,Orange,92704,Elaine@ashesociety.Com,(916) 202-8424,Data Not Available,33.705918,-117.917315
17002,C10-0000437-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,"Shambala Healing Center, Inc.",Mission Cannabis Club,"Eamon Greaney, Khader ElShawa, Vivian ElShawa",Corporation,Data Not Available,2441 Mission St,San Francisco,CA,San Francisco,94110,Alshawa0712@gmail.Com,(415) 509-8664,Data Not Available,37.75796,-122.418606
17217,C10-0000439-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,The Green Cross Society Of Southern California Corporation,Alternative Herbal Health Services,"Jason Beck, Scott Lambert, Sevan Derhanian",Corporation,Data Not Available,7828 Santa Monica Blvd,W Hollywood,CA,Los Angeles,90046,Ahhs215@mac.Com,(310) 508-9726,Data Not Available,34.090649,-118.360247
17219,C10-0000441-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/16/2019 00:00:00,07/15/2026 00:00:00,,Nc3 Systems,"NC3 Systems, INC.","Chaudhry Ali, Greg Gamet, Isaac Kim, James Kim, Laurie  Holcomb Thompson, Marshall  Minor, Richard Ormond, Tak Sato, Vivian Khong",Corporation,Data Not Available,1695 S 7th St,San Jose,CA,Santa Clara,95112,Larry@gocaliva.Com,(408) 297-2615,Data Not Available,37.313837,-121.865995
17222,C10-0000444-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/17/2019 00:00:00,07/16/2026 00:00:00,,Cana Roots,MOLLYZ,"Alik Eliasian, Edvin Mailyan, Greg Eliasian",Corporation,Data Not Available,11045 Sherman Way,Sun Valley,CA,Los Angeles,91352,Greg.Eliasian@gesventures.Com,(818) 624-5210,Data Not Available,34.2016,-118.371984
17226,C10-0000448-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/17/2019 00:00:00,07/16/2026 00:00:00,,"Cv Wellness, LLC",Authentic 209,"Chaudhry Ali, Isaac Kim, James Kim, Tak Sato, Vivian Khong",Limited Liability Company,Data Not Available,426 Mchenry Ave,Modesto,CA,Stanislaus,95354,Licensing@shrynegroup.Com,(916) 230-7868,Data Not Available,37.650399,-120.993437
17228,C10-0000450-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/17/2019 00:00:00,07/16/2026 00:00:00,,La Organic Pharmacy Inc,LA ORGANIC PHARMACY INC,Noelle Byers-Frontz,Corporation,Data Not Available,5738 Washington Blvd W,Los Angeles,CA,Los Angeles,90016,Noellefrontz@gmail.Com,(323) 496-9041,Data Not Available,34.034316,-118.36936
17231,C10-0000453-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Miparc, Inc. [Equity Retailer]",SPARC [Equity Retailer],"Emily  Paxhia, Joseph Pearson, Sean Kelley",Corporation,Data Not Available,473 Haight St,San Francisco,CA,San Francisco,94117,Compliance@sparcsf.Org,(707) 584-6923,Data Not Available,37.771945,-122.429925
17232,C10-0000454-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Loparc, LLC",Love Shack by SPARC,"Christopher Montana, Emily Paxhia, Joseph Pearson",Limited Liability Company,Data Not Available,502 14th St,San Francisco,CA,San Francisco,94103,Compliance@sparcsf.Org,(707) 584-6923,Data Not Available,37.768119,-122.42468
17233,C10-0000455-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Responsible Patient Care, Inc [Equity Retailer]",SPARC [Equity Retailer],"Barry Wood, Carl Kerwick, Emily  Paxhia, Joseph Pearson, Mitchell Thompson, Sean Kelley, Timothy Crites",Corporation,Data Not Available,"6771 Sebastopol Ave, Suite 100",Sebastopol,CA,Sonoma,95472,Compliance@sparcsf.Org,(707) 584-6923,Data Not Available,38.402475,-122.820302
17234,C10-0000456-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Responsible Patient Care, Inc",SPARC,"Barry Wood, Carl Kerwick, Emily Paxhia, Joseph Pearson, Mitchell Thompson, Sean Kelley, Timothy Crites",Corporation,Data Not Available,1061 N Dutton Ave,Santa Rosa,CA,Sonoma,95401,Compliance@sparcsf.Org,(707) 584-6923,Data Not Available,38.445243,-122.730789
17235,C10-0000457-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Exclusive Caregivers Of California, Inc.","EXCLUSIVE CAREGIVERS OF CALIFORNIA, INC.","MARIA CAMACHO, Ray Chacon",Corporation,Data Not Available,6200 S South Wilton Pl,Los Angeles,CA,Los Angeles,90047,Mariacamacho129@gmail.Com,(562) 688-4111,Data Not Available,33.983175,-118.314723
17236,C10-0000458-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,The Vault Woodland Hills Inc,The Vault Woodland Hills Inc,David Slocum,Corporation,Data Not Available,22815 W Ventura Blvd,Woodland HLS,CA,Los Angeles,91364,Llttfdave@gmail.Com,(818) 436-2243,Data Not Available,34.166121,-118.623921
17237,C10-0000459-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Superior Herbal Health, LLC",The Clinik LA,"Amirsalar Shakeri, Maryam Sadrpour, Shawn Groshans",Limited Liability Company,Data Not Available,20447 Nordhoff St,Chatsworth,CA,Los Angeles,91311,Shawn@shhdistro.Com,(310) 448-3093,Data Not Available,34.232432,-118.57931
17330,C10-0000460-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Marina Caregivers, Inc.",Highway Cannabis CO.,"Christopher Colon, Craig  Jalbert, Graham Langley-Edwards, Khalil  Moutawakkil, Matt Gould, Mitch Kahn, Richard Ormond",Corporation,Data Not Available,13453 Beach Ave,Marina DL Rey,CA,Los Angeles,90292,Marinacaregivers@gmail.Com,(310) 574-4000,Data Not Available,33.990843,-118.445838
17365,C10-0000462-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,So-Cal Mm Patients Association,The Coughy Shop,"Bernhard Brandenburg, Catherine Bagnara, Glenard  Kotorri",Corporation,Data Not Available,"64949 Mission Lakes Blvd, Suite 114",DSRT Hot SPGS,CA,Riverside,92240,Info@thecoughyshop.Com,(760) 671-6466,Data Not Available,33.975286,-116.529547
17366,C10-0000463-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,Patients Mutual Assistance Collective Corporation,Harborside,"Conrad Gregory, John Nichols, Kavi Bhai, Kevin Singer, Patricia  Brooks",Corporation,Data Not Available,1840 Embarcadero Blvd E,Oakland,CA,Alameda,94606,Licensing@statehouse.Co,(510) 610-7444,Data Not Available,37.783906,-122.242385
17367,C10-0000464-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Uprooted, Inc.",Urbn Leaf,"John Nichols, Kavi Bhai, Kevin Singer",Corporation,Data Not Available,658 San Ysidro Blvd E,San Diego,CA,San Diego,92173,Data Not Available,(619) 663-6337,Data Not Available,32.546439,-117.033315
17368,C10-0000465-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,Compassionate Heart Mutual Benefit Association [Equity Retailer],Data Not Available,Micah Rubinstein,Sole Proprietorship,Data Not Available,190 Kuki Ln,Ukiah,CA,Mendocino,95482,Compassionateheart08@gmail.Com,(707) 462-5100,Data Not Available,39.17003764,-123.2126891
17370,C10-0000467-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,Green Door Redding LLC,Cookies Redding,"Aaron Kraw, Alicia Darrow, Charles (Wilder) Ramsey, Christopher Hester, David Kang, Glibert Milam, Ian Habernicht, James Rollins II, Justin Jarin, Lesjai Peronnet Chang, Miguel  Rodriguez, Parker Berling, Robert Kraw",Limited Liability Company,Data Not Available,1700 Cypress Ave E,Redding,CA,Shasta,96002,Greendoorredding@gmail.Com,(510) 812-1600,Data Not Available,40.57150179,-122.33969969
17371,C10-0000468-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/18/2019 00:00:00,07/17/2026 00:00:00,,"Organic Greens Collective, Inc.",Organic Greens Collective,"Elaine Falstrom, Kenneth Falstrom",Corporation,Data Not Available,5902 Daley St,Goleta,CA,Santa Barbara,93117,Info@ogcollective.Org,(805) 770-0580,Data Not Available,34.431084,-119.829192
17375,C10-0000472-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/19/2019 00:00:00,07/18/2026 00:00:00,,"Mission Bay, LLC",Wellgreens Dispensary,"Bessma Loussia, David Hart, David Sirolly, Derek Watson, Jesse Channon, Sarmad Hallak",Limited Liability Company,Data Not Available,4645 De Soto St,San Diego,CA,San Diego,92109,Sam@wellgreens.Store,(619) 873-7389,Data Not Available,32.807995,-117.217635
