id,user_id,name,slug,tagline,description,logo_url,banner_url,map_marker_image_url,license_number,verified,license_status,is_live,is_directory_listing,subscription_tier,stripe_subscription_id,address,city,state,zip,phone,website,offers_delivery,offers_storefront,smokers_club_eligible,online_menu_enabled,map_visible_override,smokers_club_tab_background_url,created_at
ce72fc75-a9da-41f1-bc8a-8f08aaeb7daa,,The Cake House Dispensary,ca-uls-c10-0001424-lic,"Licensed storefront · San Diego County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Humanity Encinitas 4, Inc.. Premise: 583 Coast Highway 101, Encinitas, CA 92024.",,,,C10-0001424-LIC,true,approved,true,true,basic,,583 Coast Highway 101,Encinitas,CA,92024,(714) 631-5914,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e2c1e7f4-d9fc-4edf-9257-9aacc3eb2ee2,,Dank Depot,ca-uls-c10-0001425-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Pegasus Group Inc.. Premise: 68031 Ramon Rd, Unit 103, Cathedral CTY, CA 92234.",,,,C10-0001425-LIC,true,approved,true,true,basic,,"68031 Ramon Rd, Unit 103",Cathedral CTY,CA,92234,(818) 726-7321,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
c219f0bc-ea1c-42a2-86d2-803b471adc8b,,Prime Exotics,ca-uls-c10-0001426-lic,"Licensed storefront · Humboldt County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use. Synced from CA DCC ULS. Legal entity: Prime Exotics, Inc. [Equity Retailer]. Premise: 132 4th St, Eureka, CA 95501.",,,,C10-0001426-LIC,true,approved,true,true,basic,,132 4th St,Eureka,CA,95501,(619) 244-1798,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
5c51ba27-70d9-473a-8ffb-3762f37e0135,,CATALYST - HAWTHORNE,ca-uls-c10-0001427-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Catalyst - Hawthorne LLC. Premise: 14115 Crenshaw Blvd, 7, 8, 9,10, Hawthorne, CA 90250.",,,,C10-0001427-LIC,true,approved,true,true,basic,,"14115 Crenshaw Blvd, 7, 8, 9,10",Hawthorne,CA,90250,(562) 370-3780,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
6b60f67f-6ef7-4740-9e67-cd46f4b008fc,,CATALYST - LYNWOOD,ca-uls-c10-0001428-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Catalyst - Lynwood LLC. Premise: 5110 E Imperial Hwy, Lynwood, CA 90262.",,,,C10-0001428-LIC,true,approved,true,true,basic,,5110 E Imperial Hwy,Lynwood,CA,90262,(562) 370-3780,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f64efcd1-0a6b-416d-9d67-5f23f17901e6,,Mr Nice Guy Marijuana Cannabis Dispensary Santa Ana,ca-uls-c10-0001429-lic,"Licensed storefront · Orange County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: The Healing Tree Collective, Inc.. Premise: 3211 Harbor Blvd, Santa Ana, CA 92704.",,,,C10-0001429-LIC,true,approved,true,true,basic,,3211 Harbor Blvd,Santa Ana,CA,92704,(657) 205-9728,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
3048344d-0ea2-4a6c-bad8-0bc5bdfd06ed,,Off the Charts,ca-uls-c10-0001430-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Otc Perris LLC. Premise: 1133 Harley Knox Blvd, Perris, CA 92571.",,,,C10-0001430-LIC,true,approved,true,true,basic,,1133 Harley Knox Blvd,Perris,CA,92571,(619) 955-9433,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
d4d8e172-8bc5-4a60-9795-c1f68fc7d18a,,Premium Blossom,ca-uls-c10-0001431-lic,"Licensed storefront · Tulare County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Cannabis Express Inc. Premise: 200 Main St, Porterville, CA 93257.",,,,C10-0001431-LIC,true,approved,true,true,basic,,200 Main St,Porterville,CA,93257,(559) 310-3564,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e2fae4fd-191b-4732-b76c-b1ace1b0176b,,Embarc Fontana,ca-uls-c10-0001432-lic,"Licensed storefront · San Bernardino County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Fontana Responsible And Compliant Retail LLC. Premise: 9132 Sierra Ave, Fontana, CA 92335.",,,,C10-0001432-LIC,true,approved,true,true,basic,,9132 Sierra Ave,Fontana,CA,92335,(916) 573-2448,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
cefec3fb-b7ab-415b-8b70-02dbab056fbb,,West Coast Cannabis Club,ca-uls-c10-0001433-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Indio West Coast Retail LLC. Premise: 80916 Us Highway 111, Indio, CA 92201.",,,,C10-0001433-LIC,true,approved,true,true,basic,,80916 Us Highway 111,Indio,CA,92201,(805) 603-0503,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
511bd3fe-486a-4f12-9dfd-5166ce4c5449,,CATALYST OC3 SANTA ANA,ca-uls-c10-0001434-lic,"Licensed storefront · Orange County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Catalyst - Santa Ana LLC. Premise: 3122 Halladay St, Santa Ana, CA 92705.",,,,C10-0001434-LIC,true,approved,true,true,basic,,3122 Halladay St,Santa Ana,CA,92705,(562) 754-7827,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
ca0126c8-9126-48a0-a78d-4771aa2407d4,,STIIIZY Encinitas,ca-uls-c10-0001435-lic,"Licensed storefront · San Diego County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Sgi Encinitas Ap LLC. Premise: 1030 N Coast Highway 101, Encinitas, CA 92024.",,,,C10-0001435-LIC,true,approved,true,true,basic,,1030 N Coast Highway 101,Encinitas,CA,92024,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
6923773e-bfb7-4925-80c1-b53386287d9e,,SHRYNE NATIONAL CITY LLC,ca-uls-c10-0001436-lic,"Licensed storefront · San Diego County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Shryne National City LLC. Premise: 3239 Hoover Ave, National City, CA 91950.",,,,C10-0001436-LIC,true,approved,true,true,basic,,3239 Hoover Ave,National City,CA,91950,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
3321324b-e1e6-496e-afd9-2351c18c99c9,,Goldn Bloom,ca-uls-c10-0001437-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Community Veterans Of Rivco. Premise: 43613 Florida Ave, Hemet, CA 92544.",,,,C10-0001437-LIC,true,approved,true,true,basic,,43613 Florida Ave,Hemet,CA,92544,(619) 212-5587,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
74d9f5dc-57c4-4783-b609-598400ff6f37,,HiKei Cannabis,ca-uls-c10-0001439-lic,"Licensed storefront · San Diego County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Cosdlm1. LLC. Premise: 8939 La Mesa Blvd, La Mesa, CA 91942.",,,,C10-0001439-LIC,true,approved,true,true,basic,,8939 La Mesa Blvd,La Mesa,CA,91942,(619) 405-0298,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
7d41514e-5e1a-472b-a043-d626af1e840b,,Purple Lotus,ca-uls-c10-0001440-lic,"Licensed storefront · Santa Clara County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Vmk, Inc.. Premise: 66 W Santa Clara St, San Jose, CA 95113.",,,,C10-0001440-LIC,true,approved,true,true,basic,,66 W Santa Clara St,San Jose,CA,95113,(408) 456-0420,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
a6dbd335-e48e-4081-b658-52372cf150cc,,HIGHER GROUND - BALDWIN PARK,ca-uls-c10-0001441-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Rd X Catalyst Baldwin Park LLC. Premise: 13467 Dalewood St, Baldwin Park, CA 91706.",,,,C10-0001441-LIC,true,approved,true,true,basic,,13467 Dalewood St,Baldwin Park,CA,91706,(562) 370-3780,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
d854479c-7c97-488b-a4a8-59d5595c3c8a,,Embarc,ca-uls-c10-0001442-lic,"Licensed storefront · Fresno County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: 1784 Shaw Retail LLC. Premise: 1784 W Shaw Ave, Fresno, CA 93711.",,,,C10-0001442-LIC,true,approved,true,true,basic,,1784 W Shaw Ave,Fresno,CA,93711,(916) 573-2448,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
b13a9c9f-5056-4ef5-ac5f-3491aadcba01,,Deli by Caliva San Jose,ca-uls-c10-0001443-lic,"Licensed storefront · Santa Clara County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Caliva Camisj2, Inc.. Premise: 92 Pullman Way, San Jose, CA 95111.",,,,C10-0001443-LIC,true,approved,true,true,basic,,92 Pullman Way,San Jose,CA,95111,(408) 440-2362,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
d98b0e57-1a57-4c5c-8381-e59eebc75574,,Seedstar Cannabis,ca-uls-c10-0001444-lic,"Licensed storefront · Sacramento County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Seedstar. Premise: 5711 Florin Perkins Rd, Sacramento, CA 95828.",,,,C10-0001444-LIC,true,approved,true,true,basic,,5711 Florin Perkins Rd,Sacramento,CA,95828,(530) 921-4887,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
3c2523e0-dc9c-4057-a83f-b9025c25f06d,,Desert Kush,ca-uls-c10-0001445-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Dkhwy111, Inc.. Premise: 67455 E Palm Canyon Dr, Cathedral CTY, CA 92234.",,,,C10-0001445-LIC,true,approved,true,true,basic,,67455 E Palm Canyon Dr,Cathedral CTY,CA,92234,(831) 236-6646,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
d3aabc54-0ea4-4f09-8009-9ee9fe23409e,,SPARC,ca-uls-c10-0001446-lic,"Licensed storefront · Napa County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Naparc, Inc. [Equity Retailer]. Premise: 1726 Tanen St, Napa, CA 94559.",,,,C10-0001446-LIC,true,approved,true,true,basic,,1726 Tanen St,Napa,CA,94559,(707) 584-6923,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
067e232e-b5e9-4981-9782-c3ba7d0f488b,,Embarc Madera,ca-uls-c10-0001447-lic,"Licensed storefront · Madera County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Responsible And Compliant Retail Madera LLC. Premise: 530 E Yosemite Ave, Madera, CA 93638.",,,,C10-0001447-LIC,true,approved,true,true,basic,,530 E Yosemite Ave,Madera,CA,93638,(916) 573-2448,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
a2186a1e-053a-42c2-92d9-f5de754de680,,PACKS,ca-uls-c10-0001448-lic,"Licensed storefront · Orange County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Packs Oc Opco LLC. Premise: 2840 Croddy Way, Unit A, Santa Ana, CA 92704.",,,,C10-0001448-LIC,true,approved,true,true,basic,,"2840 Croddy Way, Unit A",Santa Ana,CA,92704,(626) 780-8473,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
fc74ed16-6f16-4251-9bbc-174bf1e0f9bb,,SLOCAL Roots GB,ca-uls-c10-0001449-lic,"Licensed storefront · San Luis Obispo County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Milkman, LLC. Premise: 923 Huber St, Grover Beach, CA 93433.",,,,C10-0001449-LIC,true,approved,true,true,basic,,923 Huber St,Grover Beach,CA,93433,(415) 837-3957,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
c49d7f3e-d4f8-4227-aeb3-a275d7a390e6,,Portola Pipeline,ca-uls-c10-0001450-lic,"Licensed storefront · San Francisco County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: The Pacific Pipeline Corp.. Premise: 2490 San Bruno Ave, San Francisco, CA 94134.",,,,C10-0001450-LIC,true,approved,true,true,basic,,2490 San Bruno Ave,San Francisco,CA,94134,(415) 986-9387,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
b510e63e-70ca-49ee-aef6-384bffb5e489,,ROOT ONE,ca-uls-c10-0001451-lic,"Licensed storefront · Santa Barbara County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Slocal Management LLC. Premise: 928 Guadalupe St, Guadalupe, CA 93434.",,,,C10-0001451-LIC,true,approved,true,true,basic,,928 Guadalupe St,Guadalupe,CA,93434,(415) 837-3957,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
1ad03845-1c1c-4318-947b-f8a8176c804d,,STIIIZY LYNWOOD 2,ca-uls-c10-0001452-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use. Synced from CA DCC ULS. Legal entity: Perfect Prime 9 LLC. Premise: 11330 Atlantic Ave, Lynwood, CA 90262.",,,,C10-0001452-LIC,true,approved,true,true,basic,,11330 Atlantic Ave,Lynwood,CA,90262,(310) 261-0357,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
c3a21b91-bb7c-4d38-b653-9e5a170dab5e,,The Artist Tree,ca-uls-c10-0001453-lic,"Licensed storefront · Orange County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Tat Lw LLC. Premise: 24902 Moulton Pkwy, Laguna Woods, CA 92637.",,,,C10-0001453-LIC,true,approved,true,true,basic,,24902 Moulton Pkwy,Laguna Woods,CA,92637,(310) 922-3502,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
bbbceffe-6884-4951-9d69-6a7f941c1355,,Jaderoom Artesia,ca-uls-c10-0001454-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Jr Artesia LLC. Premise: 17311 Pioneer Blvd, Artesia, CA 90701.",,,,C10-0001454-LIC,true,approved,true,true,basic,,17311 Pioneer Blvd,Artesia,CA,90701,(310) 926-6709,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
86846455-fba4-4bbc-8b9a-1437f77d33b1,,Harvest Of Santa Monica,ca-uls-c10-0001455-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Harvest Of Santa Monica. Premise: 1418 Wilshire Blvd, Santa Monica, CA 90403.",,,,C10-0001455-LIC,true,approved,true,true,basic,,1418 Wilshire Blvd,Santa Monica,CA,90403,(310) 721-9113,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
3cfce09e-ccb6-49fd-8c0d-cceede33cf33,,Green Rush Cannabis Co.,ca-uls-c10-0001456-lic,"Licensed storefront · Humboldt County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Green Rush LLC. Premise: 2742 Broadway, Eureka, CA 95501.",,,,C10-0001456-LIC,true,approved,true,true,basic,,2742 Broadway,Eureka,CA,95501,(707) 616-1469,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e79d9857-93e4-4440-a50d-55fee37b6854,,Club W,ca-uls-c10-0001457-lic,"Licensed storefront · Stanislaus County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Paradise West, Inc.. Premise: 408 Paradise Rd, Modesto, CA 95351.",,,,C10-0001457-LIC,true,approved,true,true,basic,,408 Paradise Rd,Modesto,CA,95351,(209) 996-5959,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
0fdc4915-7802-4e53-822c-9869499cc5af,,CATALYST - LANCASTER,ca-uls-c10-0001458-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Catalyst - Lancaster LLC. Premise: 42020 4th St E, Lancaster, CA 93535.",,,,C10-0001458-LIC,true,approved,true,true,basic,,42020 4th St E,Lancaster,CA,93535,(562) 370-3780,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
478aca29-5206-410d-9b63-98a6559529ff,,99 High Tide,ca-uls-c10-0001459-lic,"Licensed storefront · Ventura County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: 99 High Tide - Oxnard. Premise: 138 A St S, Oxnard, CA 93030.",,,,C10-0001459-LIC,true,approved,true,true,basic,,138 A St S,Oxnard,CA,93030,(310) 924-5968,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f0f938c4-4c76-4cc1-9050-7caab8985354,,BACKPACK BOYZ SAN BERNARDINO,ca-uls-c10-0001460-lic,"Licensed storefront · San Bernardino County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Rznhead Inc.. Premise: 1090 S Arrowhead Ave, SN Bernrdno, CA 92408.",,,,C10-0001460-LIC,true,approved,true,true,basic,,1090 S Arrowhead Ave,SN Bernrdno,CA,92408,(818) 384-9021,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e677c705-113a-4f42-b657-a6046cac7b89,,Off the Charts,ca-uls-c10-0001461-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: The Nordhoff Company, LLC [Equity Retailer]. Premise: 4515 York Blvd, Los Angeles, CA 90041.",,,,C10-0001461-LIC,true,approved,true,true,basic,,4515 York Blvd,Los Angeles,CA,90041,(619) 955-9433,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
efb99ce2-4f93-4e34-8519-8f432fd55aeb,,Nela Rd,ca-uls-c10-0001462-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Js Reserve [Equity Retailer]. Premise: 1870 Vermont Ave, Los Angeles, CA 90027.",,,,C10-0001462-LIC,true,approved,true,true,basic,,1870 Vermont Ave,Los Angeles,CA,90027,(213) 493-5887,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
fb38ac4f-afd2-4e1b-ae74-f739e6c79676,,My420,ca-uls-c10-0001463-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: My420 LLC [Equity Retailer]. Premise: 7566 Winnetka Ave, Winnetka, CA 91306.",,,,C10-0001463-LIC,true,approved,true,true,basic,,7566 Winnetka Ave,Winnetka,CA,91306,(310) 775-7260,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
d77f0efb-ebb7-464a-8058-2010006d6ea5,,Gradus Hollywood,ca-uls-c10-0001464-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Bon Voiage [Equity Retailer]. Premise: 6521 W Hollywood Blvd, Los Angeles, CA 90028.",,,,C10-0001464-LIC,true,approved,true,true,basic,,6521 W Hollywood Blvd,Los Angeles,CA,90028,(818) 919-3964,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
c8deccc8-a21b-4d73-acda-1fb8d5f6cd6a,,Green Label RX,ca-uls-c10-0001465-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Asseraf Holdings LLC. Premise: 20924 Vanowen St, Canoga Park, CA 91303.",,,,C10-0001465-LIC,true,approved,true,true,basic,,20924 Vanowen St,Canoga Park,CA,91303,(909) 680-9419,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
ebac6e4b-38ad-4fc4-bc8f-50184a0031e0,,Ccwat LLC,ca-uls-c10-0001466-lic,"Licensed storefront · Santa Cruz County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Ccwat LLC. Premise: 274 Kearney St, Watsonville, CA 95076.",,,,C10-0001466-LIC,true,approved,true,true,basic,,274 Kearney St,Watsonville,CA,95076,(831) 420-3227,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
059c3baf-8d42-4d41-8853-2a9e4aac4f86,,Off the Charts,ca-uls-c10-0001467-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Otc Artesia LLC. Premise: 17127 Pioneer Blvd, Suite A, Artesia, CA 90701.",,,,C10-0001467-LIC,true,approved,true,true,basic,,"17127 Pioneer Blvd, Suite A",Artesia,CA,90701,(949) 291-0587,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
986c7e38-0ccc-4ae4-8d58-957b6f10fc7f,,SOLFUL,ca-uls-c10-0001468-lic,"Licensed storefront · Sonoma County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: 465 Retail LLC. Premise: 465 Healdsburg Ave, Healdsburg, CA 95448.",,,,C10-0001468-LIC,true,approved,true,true,basic,,465 Healdsburg Ave,Healdsburg,CA,95448,(415) 794-3363,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
7c77fd86-b318-4c68-be7c-a245c2498a8e,,The Artist Tree,ca-uls-c10-0001469-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Tat Hawthorne LLC. Premise: 4756 W Imperial Hwy, Inglewood, CA 90304.",,,,C10-0001469-LIC,true,approved,true,true,basic,,4756 W Imperial Hwy,Inglewood,CA,90304,(310) 922-3502,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
511e949e-e7fd-47f8-8ebe-397a8013452a,,BISHOP BOYZ LLC,ca-uls-c10-0001470-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Bishop Boyz LLC. Premise: 7503 Laurel Canyon Blvd, N Hollywood, CA 91605.",,,,C10-0001470-LIC,true,approved,true,true,basic,,7503 Laurel Canyon Blvd,N Hollywood,CA,91605,(310) 893-4856,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
42174417-5437-4e03-abb4-1fd44a38e8e8,,Off the Charts,ca-uls-c10-0001471-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Nicholas Pringle [Equity Retailer]. Premise: 13741 Foothill Blvd, Suite 160, Sylmar, CA 91342.",,,,C10-0001471-LIC,true,approved,true,true,basic,,"13741 Foothill Blvd, Suite 160",Sylmar,CA,91342,(805) 433-2219,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
127cbae5-d28e-4a5b-85f3-1c795bceb522,,Clarkies,ca-uls-c10-0001473-lic,"Licensed storefront · Humboldt County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Dc Eden. Premise: 3525 Redwood Dr, Suite A, Redway, CA 95560.",,,,C10-0001473-LIC,true,approved,true,true,basic,,"3525 Redwood Dr, Suite A",Redway,CA,95560,(916) 719-9089,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
6f3ce8c0-86f5-460f-b32e-819f6a48dcb5,,Oakfruitland,ca-uls-c10-0001474-lic,"Licensed storefront · San Francisco County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Sf Mission Critical LLC. Premise: 3431 19th St, San Francisco, CA 94110.",,,,C10-0001474-LIC,true,approved,true,true,basic,,3431 19th St,San Francisco,CA,94110,(909) 662-7922,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
6c4eaddd-6f62-4b79-9e40-efd537171208,,Off the Charts,ca-uls-c10-0001475-lic,"Licensed storefront · Kern County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Otc Mcfarland LLC. Premise: 981 Frontage Rd, MC Farland, CA 93250.",,,,C10-0001475-LIC,true,approved,true,true,basic,,981 Frontage Rd,MC Farland,CA,93250,(949) 291-0587,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
8d29843e-713b-439c-bc8a-13799815d0c9,,CCSAL LLC,ca-uls-c10-0001476-lic,"Licensed storefront · Monterey County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Ccsal LLC. Premise: 1228 Main St, Salinas, CA 93901.",,,,C10-0001476-LIC,true,approved,true,true,basic,,1228 Main St,Salinas,CA,93901,(831) 420-3227,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
a0af5d8f-0b61-49d4-961b-64da0213410b,,Brentwood Greens,ca-uls-c10-0001477-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: P 22 Co, LLC. Premise: 11906 Wilshire Blvd, Los Angeles, CA 90025.",,,,C10-0001477-LIC,true,approved,true,true,basic,,11906 Wilshire Blvd,Los Angeles,CA,90025,(213) 503-2726,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
