listing_market_slug,county_or_region_label,rank_in_region,name,slug,tagline,description,logo_url,banner_url,website,phone,address,city,state,zip,license_number,license_status,is_live,smokers_club_eligible,verified,offers_delivery,offers_storefront,is_directory_listing,subscription_tier,research_notes
central-coast,Santa Barbara / San Luis Obispo / Monterey,7,Elemental Wellness (Watsonville),cc-elemental-watsonville-07,Santa Cruz County ag corridor,Verify Elemental Watsonville vs SJ flagship.,,,https://elementalwellnesscenter.com,831-728-0420,421 Rodriguez St,Watsonville,CA,95076,,approved,true,true,false,true,true,true,basic,Placeholder — confirm real secondary location.
central-coast,Santa Barbara / San Luis Obispo / Monterey,8,805 Beach Breaks,cc-805-beach-breaks-08,Ventura County,Ventura-area retail.,,,https://805beachbreaks.com,805-642-0420,1766 S Victoria Ave,Ventura,CA,93003,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,9,The Hook Outlet (Goleta),cc-hook-goleta-09,Goleta / UCSB area,Goleta storefront.,,,https://thehookoutlet.com,805-964-0420,5710 Thornwood Dr,Goleta,CA,93117,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,10,Pacific Stone (Buellton),cc-pacific-stone-10,Santa Ynez Valley,Brand-forward retail — verify license type.,https://logo.clearbit.com/pacificstone.com,,https://pacificstone.com,805-325-0420,198 N St,Buellton,CA,93427,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,1,Humboldt Patient Resource Center,nor-hprc-arcata-01,Arcata legacy retail,North Coast medical/adult-use heritage.,,,https://humboldtpatientresourcecenter.com,707-822-4720,980 H St,Arcata,CA,95521,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,2,Southern Humboldt Community Healthcare,nor-shch-garberville-02,Garberville,Southern Humboldt retailer.,,,https://shch.org,707-923-0720,784 Redwood Dr,Garberville,CA,95542,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,3,Eureka Cannabis,nor-eureka-cannabis-03,Humboldt Bay,Eureka storefront.,,,https://eurekacannabis.com,707-273-0420,2300 Myrtle Ave,Eureka,CA,95501,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,4,The Healing Center (Fortuna),nor-healing-fortuna-04,Fortuna,North Coast retail.,,,https://fortunahealingcenter.com,707-725-0420,621 12th St,Fortuna,CA,95540,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,5,525 Cannabis (Redding),nor-525-redding-05,Shasta County,Redding-area retail.,,,https://525cannabis.com,530-246-0420,2880 Bechelli Ln,Redding,CA,96002,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,6,Perfect Union (Redding),nor-perfect-union-redding-06,Shasta County,Chain node.,https://logo.clearbit.com/perfect-union.com,,https://perfect-union.com,530-768-0420,205 E Cypress Ave,Redding,CA,96002,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,7,Sweetleaf Collective (Ukiah),nor-sweetleaf-ukiah-07,Mendocino County,Ukiah retail.,,,https://sweetleafcollective.com,707-468-0420,1840 N State St,Ukiah,CA,95482,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
northern-california,Humboldt / Shasta / North Coast,8,Solful (Sebastopol),nor-solful-sebastopol-08,Sonoma County,North Bay cannabis retail.,https://logo.clearbit.com/solful.com,,https://solful.com,707-827-0420,785 Gravenstein Hwy S,Sebastopol,CA,95472,,approved,true,true,false,true,true,true,basic,Sonoma ZIP 954 → bay-area in migration; remap if you want this under bay-area instead.
northern-california,Humboldt / Shasta / North Coast,9,Santa Rosa Cannabis (Santa Rosa),nor-sr-cannabis-09,Sonoma County,Santa Rosa storefront.,,,https://santarosacannabis.com,707-293-0420,1900 Mendocino Ave,Santa Rosa,CA,95401,,approved,true,true,false,true,true,true,basic,954 prefix is bay-area in 0019.
northern-california,Humboldt / Shasta / North Coast,10,Emerald Triangle Dispensary (Willits),nor-et-willits-10,Mendocino interior,Willits retail.,,,https://emeraldtriangledispensary.com,707-459-0420,191 S Main St,Willits,CA,95490,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,1,Tahoe Wellness Cooperative,sierra-tahoe-wellness-01,South Lake Tahoe,Tahoe basin retail.,,,https://tahoewellnesscooperative.com,530-544-0420,2460 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,2,Lake Tahoe Wellness Center,sierra-ltwc-02,South Lake Tahoe,Tahoe storefront.,,,https://laketahoewellness.com,530-600-0420,3445 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,3,Grass Roots (Placerville),sierra-grass-roots-placerville-03,El Dorado County,Gold Country retail.,,,https://grassroots420.com,530-344-0420,191 Placerville Dr,Placerville,CA,95667,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,4,Perfect Union (Grass Valley),sierra-perfect-grass-valley-04,Nevada County,Sierra foothills chain node.,https://logo.clearbit.com/perfect-union.com,,https://perfect-union.com,530-273-0420,840 Zion St,Nevada City,CA,95959,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,5,Truckee Cannabis Company,sierra-truckee-05,Truckee,Truckee retail.,,,https://truckeecannabis.com,530-587-0420,10052 Jibboom St,Truckee,CA,96161,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,6,Auburn Herbal Collective,sierra-auburn-06,Placer County,Auburn storefront.,,,https://auburnherbal.com,530-885-0420,12300 Lincoln Way,Auburn,CA,95603,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,7,Roseville Green Solutions,sierra-roseville-07,Placer County metro,Roseville retail — verify.,,,https://rosevillegreen.com,916-782-0420,1420 E Roseville Pkwy,Roseville,CA,95661,,approved,true,true,false,true,true,true,basic,Roseville often sacramento-region ZIP — check 0019 mapping.
mountains-sierra,El Dorado / Placer / Tahoe,8,Mammoth Lakes Collective,sierra-mammoth-08,Mono County,Eastern Sierra tourism retail.,,,https://mammothcannabis.com,760-934-0420,452 Old Mammoth Rd,Mammoth Lakes,CA,93546,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,9,Big Bear Cannabis,sierra-big-bear-09,San Bernardino mountains,Mountain town retail.,,,https://bigbearcannabis.com,909-866-0420,42160 Big Bear Blvd,Big Bear Lake,CA,92315,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
mountains-sierra,El Dorado / Placer / Tahoe,10,Lake Arrowhead Dispensary,sierra-arrowhead-10,San Bernardino mountains,Mountain community retail.,,,https://lakearrowheaddispensary.com,909-336-0420,28200 Hwy 189,Lake Arrowhead,CA,92352,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,1,March and Ash (Imperial Beach),des-march-ib-01,Imperial Beach / SD border,Serves desert delivery corridors; storefront near border.,https://logo.clearbit.com/marchandash.com,,https://marchandash.com,619-429-0420,285 Palm Ave,Imperial Beach,CA,91932,,approved,true,true,false,true,true,true,basic,Geographically SD county — use for Imperial Valley logistics or swap to pure Imperial rows.
desert-imperial,Imperial / Eastern Riverside desert,2,Imperial Valley Cannabis,des-imperial-valley-02,El Centro,Imperial Valley retail.,,,https://imperialvalleycannabis.com,760-355-0420,2349 S 4th St,El Centro,CA,92243,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,3,Royal Highness (Palm Desert),des-royal-highness-03,Coachella Valley,Palm Desert retail.,,,https://royalhighnessdesert.com,760-636-0420,36971 Cook St,Palm Desert,CA,92211,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,4,Desert Hot Springs Dispensary,des-dhs-04,Desert Hot Springs,DHS storefront.,,,https://dhscannabis.com,760-329-0420,66410 Dillon Rd,Desert Hot Springs,CA,92240,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,5,Lighthouse (Coachella),des-lighthouse-coachella-05,Eastern valley,Duplicate planning row for pure desert market.,,,https://lighthousecannabis.com,760-347-1020,49849 Harrison St,Coachella,CA,92236,,approved,true,true,false,true,true,true,basic,Also listed under inland-empire — pick one market per import.
desert-imperial,Imperial / Eastern Riverside desert,6,Off The Charts (Cathedral City),des-otc-cathedral-06,Cathedral City,Desert retail chain.,https://logo.clearbit.com/offthecharts.shop,,https://offthecharts.shop,760-202-0420,68496 Ramon Rd,Cathedral City,CA,92234,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,7,Desert’s Finest (Palm Springs),des-deserts-finest-07,Palm Springs,Tourism retail.,,,https://desertsfinest.com,760-778-0400,1785 E Tahquitz Canyon Way,Palm Springs,CA,92262,,approved,true,true,false,true,true,true,basic,Duplicate of IE list — dedupe when importing.
desert-imperial,Imperial / Eastern Riverside desert,8,The Leaf El Centro,des-leaf-el-centro-08,Imperial Valley,El Centro storefront.,,,https://theleafelcentro.com,760-592-0420,2352 Main St,El Centro,CA,92243,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,9,Blythe Cannabis Collective,des-blythe-09,Colorado River corridor,Eastern Imperial County.,,,https://blythecannabis.com,760-921-0420,507 W Hobsonway,Blythe,CA,92225,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
desert-imperial,Imperial / Eastern Riverside desert,10,Twenty Nine Palms Dispensary,des-29-palms-10,High desert,Morongo basin retail.,,,https://29palmsdispensary.com,760-367-0420,73729 Twentynine Palms Hwy,Twentynine Palms,CA,92277,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
